"life_history","threshold","TPR","FPR"
"Long-lived (M<0.2)",-Inf,1,1
"Long-lived (M<0.2)",0.247166666666666,1,0.984126984126984
"Long-lived (M<0.2)",0.318461538461538,1,0.968253968253968
"Long-lived (M<0.2)",0.349514170040486,1,0.952380952380952
"Long-lived (M<0.2)",0.426512151603962,1,0.936507936507937
"Long-lived (M<0.2)",0.500181742247237,1,0.920634920634921
"Long-lived (M<0.2)",0.548472222222222,1,0.904761904761905
"Long-lived (M<0.2)",0.59375,1,0.888888888888889
"Long-lived (M<0.2)",0.606911764705882,1,0.873015873015873
"Long-lived (M<0.2)",0.690840336134454,1,0.857142857142857
"Long-lived (M<0.2)",0.789759724309439,1,0.841269841269841
"Long-lived (M<0.2)",0.818286152880867,1,0.825396825396825
"Long-lived (M<0.2)",0.858608846153846,1,0.80952380952381
"Long-lived (M<0.2)",0.903653846153846,1,0.793650793650794
"Long-lived (M<0.2)",0.965822179195065,1,0.777777777777778
"Long-lived (M<0.2)",1.02740883024893,1,0.761904761904762
"Long-lived (M<0.2)",1.05158665105386,1,0.746031746031746
"Long-lived (M<0.2)",1.0875,1,0.73015873015873
"Long-lived (M<0.2)",1.13526315789474,1,0.714285714285714
"Long-lived (M<0.2)",1.3744298245614,1,0.698412698412698
"Long-lived (M<0.2)",1.58916666666667,1,0.682539682539683
"Long-lived (M<0.2)",1.595,1,0.666666666666667
"Long-lived (M<0.2)",1.6345,0.975609756097561,0.666666666666667
"Long-lived (M<0.2)",1.72338888888889,0.975609756097561,0.650793650793651
"Long-lived (M<0.2)",1.83333333333333,0.951219512195122,0.650793650793651
"Long-lived (M<0.2)",1.96262626262626,0.926829268292683,0.650793650793651
"Long-lived (M<0.2)",2.07484848484849,0.926829268292683,0.634920634920635
"Long-lived (M<0.2)",2.13387254901961,0.926829268292683,0.619047619047619
"Long-lived (M<0.2)",2.23720588235294,0.926829268292683,0.603174603174603
"Long-lived (M<0.2)",2.33142857142857,0.926829268292683,0.587301587301587
"Long-lived (M<0.2)",2.35084033613445,0.926829268292683,0.571428571428571
"Long-lived (M<0.2)",2.52441176470588,0.926829268292683,0.555555555555556
"Long-lived (M<0.2)",2.71456521739131,0.902439024390244,0.555555555555556
"Long-lived (M<0.2)",2.76956521739131,0.902439024390244,0.53968253968254
"Long-lived (M<0.2)",2.8375,0.878048780487805,0.53968253968254
"Long-lived (M<0.2)",2.90340909090909,0.853658536585366,0.53968253968254
"Long-lived (M<0.2)",3.00162337662337,0.853658536585366,0.523809523809524
"Long-lived (M<0.2)",3.23553060447188,0.853658536585366,0.507936507936508
"Long-lived (M<0.2)",3.46345268239397,0.853658536585366,0.492063492063492
"Long-lived (M<0.2)",3.54032311062431,0.853658536585366,0.476190476190476
"Long-lived (M<0.2)",3.61502008032129,0.853658536585366,0.46031746031746
"Long-lived (M<0.2)",3.67761904761905,0.829268292682927,0.46031746031746
"Long-lived (M<0.2)",3.71428571428572,0.804878048780488,0.46031746031746
"Long-lived (M<0.2)",3.78409090909091,0.804878048780488,0.444444444444444
"Long-lived (M<0.2)",3.87550881953867,0.804878048780488,0.428571428571429
"Long-lived (M<0.2)",3.9347512437811,0.780487804878049,0.428571428571429
"Long-lived (M<0.2)",3.97080858085809,0.75609756097561,0.428571428571429
"Long-lived (M<0.2)",4.01401370906321,0.75609756097561,0.412698412698413
"Long-lived (M<0.2)",4.0448717948718,0.75609756097561,0.396825396825397
"Long-lived (M<0.2)",4.07883333333334,0.75609756097561,0.380952380952381
"Long-lived (M<0.2)",4.12883333333333,0.75609756097561,0.365079365079365
"Long-lived (M<0.2)",4.19270833333333,0.75609756097561,0.349206349206349
"Long-lived (M<0.2)",4.289375,0.75609756097561,0.333333333333333
"Long-lived (M<0.2)",4.41,0.75609756097561,0.317460317460317
"Long-lived (M<0.2)",4.46333333333333,0.731707317073171,0.317460317460317
"Long-lived (M<0.2)",4.47777777777778,0.731707317073171,0.301587301587302
"Long-lived (M<0.2)",4.69486111111111,0.731707317073171,0.285714285714286
"Long-lived (M<0.2)",4.91111111111111,0.731707317073171,0.26984126984127
"Long-lived (M<0.2)",4.96575,0.707317073170732,0.26984126984127
"Long-lived (M<0.2)",5.24005555555556,0.682926829268293,0.26984126984127
"Long-lived (M<0.2)",5.515,0.658536585365854,0.26984126984127
"Long-lived (M<0.2)",5.60142857142857,0.634146341463415,0.26984126984127
"Long-lived (M<0.2)",5.66688311688312,0.609756097560976,0.26984126984127
"Long-lived (M<0.2)",5.76045454545454,0.609756097560976,0.253968253968254
"Long-lived (M<0.2)",5.855,0.609756097560976,0.238095238095238
"Long-lived (M<0.2)",6.00597727272727,0.609756097560976,0.222222222222222
"Long-lived (M<0.2)",6.14410227272727,0.609756097560976,0.206349206349206
"Long-lived (M<0.2)",6.16145833333333,0.609756097560976,0.19047619047619
"Long-lived (M<0.2)",6.19791666666667,0.585365853658537,0.19047619047619
"Long-lived (M<0.2)",6.29035881339242,0.585365853658537,0.174603174603175
"Long-lived (M<0.2)",6.37977548005909,0.585365853658537,0.158730158730159
"Long-lived (M<0.2)",6.46441666666666,0.560975609756098,0.158730158730159
"Long-lived (M<0.2)",6.57041666666666,0.560975609756098,0.142857142857143
"Long-lived (M<0.2)",6.63142857142857,0.560975609756098,0.126984126984127
"Long-lived (M<0.2)",6.68167857142857,0.536585365853659,0.126984126984127
"Long-lived (M<0.2)",6.77096428571429,0.51219512195122,0.126984126984127
"Long-lived (M<0.2)",6.87738095238095,0.48780487804878,0.126984126984127
"Long-lived (M<0.2)",6.96666666666667,0.48780487804878,0.111111111111111
"Long-lived (M<0.2)",7.13440093450396,0.463414634146341,0.111111111111111
"Long-lived (M<0.2)",7.39690093450396,0.439024390243902,0.111111111111111
"Long-lived (M<0.2)",7.5625,0.439024390243902,0.0952380952380952
"Long-lived (M<0.2)",7.655,0.414634146341463,0.0952380952380952
"Long-lived (M<0.2)",7.9983810825,0.414634146341463,0.0793650793650794
"Long-lived (M<0.2)",8.31004774916667,0.414634146341463,0.0634920634920635
"Long-lived (M<0.2)",8.54166666666666,0.390243902439024,0.0634920634920635
"Long-lived (M<0.2)",9.70833333333335,0.390243902439024,0.0476190476190477
"Long-lived (M<0.2)",10.8333333333333,0.365853658536585,0.0476190476190477
"Long-lived (M<0.2)",11.1471,0.341463414634146,0.0476190476190477
"Long-lived (M<0.2)",11.5101832791667,0.317073170731707,0.0476190476190477
"Long-lived (M<0.2)",11.7630832791667,0.292682926829268,0.0476190476190477
"Long-lived (M<0.2)",12.1142857142857,0.292682926829268,0.0317460317460317
"Long-lived (M<0.2)",12.5742857142857,0.268292682926829,0.0317460317460317
"Long-lived (M<0.2)",12.7207142857143,0.24390243902439,0.0317460317460317
"Long-lived (M<0.2)",12.9102707373272,0.219512195121951,0.0317460317460317
"Long-lived (M<0.2)",13.2212564516129,0.219512195121951,0.0158730158730159
"Long-lived (M<0.2)",13.8467000125,0.219512195121951,0
"Long-lived (M<0.2)",14.4166666791666,0.195121951219512,0
"Long-lived (M<0.2)",15.0666666666667,0.170731707317073,0
"Long-lived (M<0.2)",17.8226630434783,0.146341463414634,0
"Long-lived (M<0.2)",20.4837741545893,0.121951219512195,0
"Long-lived (M<0.2)",21.0236111111111,0.0975609756097561,0
"Long-lived (M<0.2)",21.8708333333334,0.0731707317073171,0
"Long-lived (M<0.2)",32.0734166666667,0.0487804878048781,0
"Long-lived (M<0.2)",46.2956388888889,0.024390243902439,0
"Long-lived (M<0.2)",Inf,0,0
"Medium (0.2-0.4)",-Inf,1,1
"Medium (0.2-0.4)",0.1667875,1,0.975609756097561
"Medium (0.2-0.4)",0.1890375,1,0.951219512195122
"Medium (0.2-0.4)",0.20125,1,0.926829268292683
"Medium (0.2-0.4)",0.226469298245614,1,0.902439024390244
"Medium (0.2-0.4)",0.291697631578948,1,0.878048780487805
"Medium (0.2-0.4)",0.353978333333334,1,0.853658536585366
"Medium (0.2-0.4)",0.425833333333334,1,0.829268292682927
"Medium (0.2-0.4)",0.509813333333333,1,0.804878048780488
"Medium (0.2-0.4)",0.61248,1,0.780487804878049
"Medium (0.2-0.4)",0.701895833333334,1,0.75609756097561
"Medium (0.2-0.4)",0.750895833333334,1,0.731707317073171
"Medium (0.2-0.4)",0.78375,1,0.707317073170732
"Medium (0.2-0.4)",0.833881578947368,1,0.682926829268293
"Medium (0.2-0.4)",0.91771778584392,1,0.658536585365854
"Medium (0.2-0.4)",0.975086206896552,1,0.634146341463415
"Medium (0.2-0.4)",1.01416666666667,0.967741935483871,0.634146341463415
"Medium (0.2-0.4)",1.10833333333333,0.967741935483871,0.609756097560976
"Medium (0.2-0.4)",1.1869,0.967741935483871,0.585365853658537
"Medium (0.2-0.4)",1.21592298850575,0.935483870967742,0.585365853658537
"Medium (0.2-0.4)",1.29568965517242,0.903225806451613,0.585365853658537
"Medium (0.2-0.4)",1.425,0.903225806451613,0.560975609756098
"Medium (0.2-0.4)",1.5475,0.903225806451613,0.536585365853659
"Medium (0.2-0.4)",1.64638392857143,0.870967741935484,0.536585365853659
"Medium (0.2-0.4)",1.73135613614719,0.870967741935484,0.51219512195122
"Medium (0.2-0.4)",1.77247220757576,0.838709677419355,0.51219512195122
"Medium (0.2-0.4)",1.87277,0.838709677419355,0.48780487804878
"Medium (0.2-0.4)",1.99848428571429,0.838709677419355,0.463414634146341
"Medium (0.2-0.4)",2.0555291005291,0.838709677419355,0.439024390243902
"Medium (0.2-0.4)",2.09267195767196,0.806451612903226,0.439024390243902
"Medium (0.2-0.4)",2.11371904761905,0.806451612903226,0.414634146341463
"Medium (0.2-0.4)",2.14784523809524,0.806451612903226,0.390243902439024
"Medium (0.2-0.4)",2.18948333333334,0.774193548387097,0.390243902439024
"Medium (0.2-0.4)",2.2275,0.741935483870968,0.390243902439024
"Medium (0.2-0.4)",2.2625,0.709677419354839,0.390243902439024
"Medium (0.2-0.4)",2.335,0.67741935483871,0.365853658536585
"Medium (0.2-0.4)",2.45,0.67741935483871,0.341463414634146
"Medium (0.2-0.4)",2.55743273542601,0.67741935483871,0.317073170731707
"Medium (0.2-0.4)",2.61809063016285,0.67741935483871,0.292682926829268
"Medium (0.2-0.4)",2.63315789473684,0.67741935483871,0.268292682926829
"Medium (0.2-0.4)",2.685,0.645161290322581,0.268292682926829
"Medium (0.2-0.4)",2.745,0.612903225806452,0.24390243902439
"Medium (0.2-0.4)",2.825,0.612903225806452,0.219512195121951
"Medium (0.2-0.4)",2.936,0.580645161290323,0.219512195121951
"Medium (0.2-0.4)",3.03540154440155,0.580645161290323,0.195121951219512
"Medium (0.2-0.4)",3.1015444015444,0.548387096774194,0.195121951219512
"Medium (0.2-0.4)",3.12089285714285,0.548387096774194,0.170731707317073
"Medium (0.2-0.4)",3.23365151515152,0.548387096774194,0.146341463414634
"Medium (0.2-0.4)",3.36990151515151,0.516129032258065,0.146341463414634
"Medium (0.2-0.4)",3.4675,0.483870967741935,0.146341463414634
"Medium (0.2-0.4)",3.56097826086957,0.483870967741935,0.121951219512195
"Medium (0.2-0.4)",3.61014492753623,0.451612903225806,0.121951219512195
"Medium (0.2-0.4)",3.6536231884058,0.419354838709677,0.121951219512195
"Medium (0.2-0.4)",3.78695652173913,0.387096774193548,0.121951219512195
"Medium (0.2-0.4)",3.93493575542756,0.387096774193548,0.0975609756097561
"Medium (0.2-0.4)",4.0219727924646,0.387096774193548,0.073170731707317
"Medium (0.2-0.4)",4.25408249158249,0.387096774193548,0.0487804878048781
"Medium (0.2-0.4)",4.48204545454545,0.387096774193548,0.024390243902439
"Medium (0.2-0.4)",4.54,0.354838709677419,0.024390243902439
"Medium (0.2-0.4)",4.8281914893617,0.32258064516129,0.024390243902439
"Medium (0.2-0.4)",5.2044414893617,0.290322580645161,0.024390243902439
"Medium (0.2-0.4)",5.38125,0.258064516129032,0.024390243902439
"Medium (0.2-0.4)",6.14304347826087,0.225806451612903,0.024390243902439
"Medium (0.2-0.4)",6.83833083458271,0.193548387096774,0.024390243902439
"Medium (0.2-0.4)",6.92528735632184,0.193548387096774,0
"Medium (0.2-0.4)",7.18333333333334,0.161290322580645,0
"Medium (0.2-0.4)",7.50833333333333,0.129032258064516,0
"Medium (0.2-0.4)",8.2375,0.0967741935483871,0
"Medium (0.2-0.4)",9.22678571428571,0.0645161290322581,0
"Medium (0.2-0.4)",10.0059523809524,0.032258064516129,0
"Medium (0.2-0.4)",Inf,0,0
"Moderate (0.4-0.8)",-Inf,1,1
"Moderate (0.4-0.8)",0.795079365079365,1,0.8
"Moderate (0.4-0.8)",0.908263888888889,1,0.6
"Moderate (0.4-0.8)",0.996666666666665,1,0.4
"Moderate (0.4-0.8)",1.01840277777778,0.909090909090909,0.4
"Moderate (0.4-0.8)",1.14064478986759,0.818181818181818,0.4
"Moderate (0.4-0.8)",1.34853367875648,0.727272727272727,0.4
"Moderate (0.4-0.8)",1.67939772727272,0.636363636363636,0.4
"Moderate (0.4-0.8)",2.07129398046603,0.636363636363636,0.2
"Moderate (0.4-0.8)",2.44756291985996,0.636363636363636,0
"Moderate (0.4-0.8)",2.67416666666666,0.545454545454545,0
"Moderate (0.4-0.8)",2.6875,0.454545454545455,0
"Moderate (0.4-0.8)",2.95,0.363636363636364,0
"Moderate (0.4-0.8)",3.475,0.181818181818182,0
"Moderate (0.4-0.8)",4.14785714285714,0.0909090909090909,0
"Moderate (0.4-0.8)",Inf,0,0
"Fast turnover (M≥0.8)",-Inf,1,1
"Fast turnover (M≥0.8)",0.0361428571428572,1,0.875
"Fast turnover (M≥0.8)",0.0656831683168317,0.888888888888889,0.875
"Fast turnover (M≥0.8)",0.142283168316832,0.888888888888889,0.75
"Fast turnover (M≥0.8)",0.237437606837607,0.888888888888889,0.625
"Fast turnover (M≥0.8)",0.332478632478633,0.888888888888889,0.5
"Fast turnover (M≥0.8)",0.454046025641025,0.888888888888889,0.375
"Fast turnover (M≥0.8)",0.536321666666666,0.777777777777778,0.375
"Fast turnover (M≥0.8)",0.587585927367056,0.666666666666667,0.375
"Fast turnover (M≥0.8)",0.681919260700389,0.555555555555556,0.375
"Fast turnover (M≥0.8)",0.81225,0.444444444444444,0.375
"Fast turnover (M≥0.8)",0.890958549222798,0.444444444444444,0.25
"Fast turnover (M≥0.8)",1.17018931845357,0.444444444444444,0.125
"Fast turnover (M≥0.8)",1.60513986013986,0.333333333333333,0.125
"Fast turnover (M≥0.8)",2.18119345109867,0.222222222222222,0.125
"Fast turnover (M≥0.8)",2.69722186018957,0.222222222222222,0
"Fast turnover (M≥0.8)",2.9163521,0.111111111111111,0
"Fast turnover (M≥0.8)",Inf,0,0
